# Pathway	29-7A_Abundance
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Blautia_sp	19.1755265539
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Gemmiger.s__Gemmiger_formicilis	15.1991893297
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruminococcus.s__Ruminococcus_bicirculans	10.9030780366
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_eligens	10.6456021113
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_hallii	8.3199054791
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Blautia_wexlerae	6.5780581993
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Blautia_obeum	6.0543786630
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Anaerostipes.s__Anaerostipes_hadrus	5.0636076855
THRESYN-PWY: superpathway of L-threonine biosynthesis	897.4097092064
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	166.4263844792
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	156.4490460690
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	66.7381571567
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Blautia.s__Ruminococcus_torques	30.2757530459
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	13.3583128954
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Dialister.s__Dialister_invisus	10.5628334365
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Blautia.s__Blautia_obeum	8.1682080368
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	893.4981138633
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	398.8977467123
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	126.0558122745
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	41.6163878579
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Ruminococcus_torques	22.6167961801
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	6.2324043350
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_obeum	3.8657307595
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	890.6239608455
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	256.9118513444
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	82.9010192420
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dorea.s__Dorea_longicatena	16.4876431214
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	15.6596391244
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	14.7420090666
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dialister.s__Dialister_invisus	14.3797923789
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Blautia_obeum	10.8918422749
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	872.3329535894
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	406.9995171602
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	73.6753949640
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	863.7197094113
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_vulgatus	345.1609563696
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	36.6990747268
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	24.7149938071
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_obeum	16.9447077453
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Eubacterium.s__Eubacterium_eligens	7.7051719056
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_wexlerae	7.4304416268
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	856.7348522899
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	136.8290353582
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Blautia.s__Ruminococcus_torques	36.4356999349
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Dorea.s__Dorea_longicatena	17.1367248882
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Eubacterium.s__Eubacterium_eligens	11.5481099153
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Ruminococcus.s__Ruminococcus_bicirculans	10.5588015931
PWY-5103: L-isoleucine biosynthesis III	829.2749958243
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	258.4700478121
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	88.9469249687
PWY-5103: L-isoleucine biosynthesis III|unclassified	88.3908338682
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Ruminococcus_torques	32.4363145992
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_sp	17.4520558806
PWY-5103: L-isoleucine biosynthesis III|g__Gemmiger.s__Gemmiger_formicilis	13.2954988249
PWY-5103: L-isoleucine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	10.0273088442
PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	9.1700224856
PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_hallii	7.6343573930
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_wexlerae	5.2733020350
PWY-5103: L-isoleucine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	4.6467201660
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_obeum	4.2771158820
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	828.7350103306
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	290.3238298646
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	68.7489875356
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	807.3705991671
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	119.1348023181
PWY-5484: glycolysis II (from fructose 6-phosphate)	806.5630290659
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	115.8127994685
PWY-6629: superpathway of L-tryptophan biosynthesis	773.9551251005
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	38.5279155313
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	25.2681462675
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	14.1725920380
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	8.6967712695
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	4.9076776057
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	757.3298285208
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	99.7446246423
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_torques	59.2705901396
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_ovatus	54.5517718058
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	54.1337343437
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_longicatena	45.0686057672
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_obeum	21.3839164893
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_wexlerae	19.6408139784
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp	18.8355554250
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	14.0506923418
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Gemmiger.s__Gemmiger_formicilis	14.0231315407
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens	12.1117587030
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Ruminococcus.s__Ruminococcus_bicirculans	10.3768978597
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	9.9476227136
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_hallii	7.6831895114
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	6.8234714982
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	5.2571742931
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	752.3215508270
HISDEG-PWY: L-histidine degradation I	742.8088724494
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	279.5727739477
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_uniformis	258.4816926827
HISDEG-PWY: L-histidine degradation I|unclassified	80.1149246722
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus	61.9694187000
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	7.5615915231
HISDEG-PWY: L-histidine degradation I|g__Odoribacter.s__Odoribacter_splanchnicus	4.5032226969
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	742.5579741803
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	309.5182059071
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	264.1980640614
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	68.7880326574
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	741.7148759121
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	559.5995271263
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	60.9058044165
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	741.7148759121
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	559.5995271263
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	60.9058044165
PWY-6897: thiamine diphosphate salvage II	731.1418793910
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_uniformis	289.1977653480
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	64.6352587207
PWY-6897: thiamine diphosphate salvage II|g__Dialister.s__Dialister_invisus	18.0217496248
PWY-6897: thiamine diphosphate salvage II|unclassified	15.9802172605
PWY-6897: thiamine diphosphate salvage II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.9548451031
PWY-3001: superpathway of L-isoleucine biosynthesis I	673.6992461376
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	58.4412244091
PWY-5941: glycogen degradation II	668.0210732581
PWY-5941: glycogen degradation II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	53.7739872294
PWY-5941: glycogen degradation II|unclassified	48.8552753042
PWY-5941: glycogen degradation II|g__Dorea.s__Dorea_longicatena	38.8973619692
PWY-5941: glycogen degradation II|g__Blautia.s__Ruminococcus_torques	23.8646560131
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_obeum	23.7148248272
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp	18.6961595921
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_wexlerae	16.9898310105
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_eligens	14.2659447380
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_hallii	12.6567349194
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	662.0999375523
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	285.7613623300
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	68.6773831824
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp	19.6477086753
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	13.4357115763
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	12.1497887818
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_obeum	7.8229267301
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|unclassified	6.6647006829
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Ruminococcus_torques	2.5157435204
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	660.0170010781
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	96.8482745575
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	658.4155214737
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	154.8063698990
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	44.6080250365
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_torques	40.8213844376
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Gemmiger.s__Gemmiger_formicilis	18.2540688401
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_longicatena	17.7801672978
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_wexlerae	13.7920572157
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_eligens	11.9345290535
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Ruminococcus.s__Ruminococcus_bicirculans	11.0606680327
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_sp	0.3671044532
TRPSYN-PWY: L-tryptophan biosynthesis	655.9453899223
TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	245.6792357586
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	38.9270458917
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	13.8183646037
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	13.2985328400
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	9.6053617189
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	8.1946864351
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_hallii	7.5017831391
PWY-7237: myo-, chiro- and scyllo-inositol degradation	634.9369860182
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	142.9149678603
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Ruminococcus_torques	81.0844585863
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	34.0020738054
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	20.7494298398
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_sp	16.6348706299
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	15.9864149010
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_57_20	14.4350648178
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	12.7808256771
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	11.0585194157
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	9.3797943206
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	6.9145669828
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_wexlerae	5.0169388980
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	633.4722198135
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	630.9534039267
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Bacteroides.s__Bacteroides_vulgatus	305.3971393401
PWY-6270: isoprene biosynthesis I	627.8862046961
PWY-6270: isoprene biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	68.8798271829
PWY-6270: isoprene biosynthesis I|g__Blautia.s__Ruminococcus_torques	35.1491210124
PWY-6270: isoprene biosynthesis I|g__Dorea.s__Dorea_longicatena	19.9281781859
PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_wexlerae	3.6595055545
PWY-5030: L-histidine degradation III	620.3925902547
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_vulgatus	295.4869450794
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_uniformis	289.9099133559
PWY-5030: L-histidine degradation III|unclassified	74.6646404062
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_ovatus	61.0834870406
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	615.7594967687
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	295.8967339845
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_ovatus	60.1881880845
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	25.8657717523
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_obeum	25.1800486012
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_longicatena	24.1319464031
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dialister.s__Dialister_invisus	20.8706801287
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|unclassified	13.0265272165
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Eubacterium.s__Eubacterium_hallii	12.8764042743
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	7.7636261249
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_wexlerae	7.4811193284
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Parasutterella.s__Parasutterella_excrementihominis	6.0481024243
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	605.5706956610
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	285.3885646450
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	75.6948974027
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	57.1349348934
PWY-7560: methylerythritol phosphate pathway II	595.6704282623
PWY-7560: methylerythritol phosphate pathway II|g__Bacteroides.s__Bacteroides_ovatus	67.8738747725
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Ruminococcus_torques	34.7662070318
PWY-7560: methylerythritol phosphate pathway II|g__Dorea.s__Dorea_longicatena	22.2199080641
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_obeum	11.8238635632
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_wexlerae	3.2822541323
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	594.9918566168
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	298.0573974390
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	67.6769938786
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	590.2523954757
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_uniformis	284.0574967678
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_ovatus	76.0551484746
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	582.2513108364
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	289.5022000168
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_ovatus	59.8300561165
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Eubacterium.s__Eubacterium_hallii	9.4262754921
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	9.1325996232
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Ruminococcus_torques	6.0728593823
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	570.8678916002
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	54.8637885543
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	570.8678916002
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	54.8637885543
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	559.3067060357
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	299.0621807633
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	70.5713201218
ANAEROFRUCAT-PWY: homolactic fermentation	555.5017758822
PWY-7208: superpathway of pyrimidine nucleobases salvage	551.2696614191
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus	16.0816465183
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Asaccharobacter.s__Asaccharobacter_celatus	6.4844219407
CALVIN-PWY: Calvin-Benson-Bassham cycle	547.5647539190
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	94.2563587381
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Ruminococcus_torques	30.3608083476
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_wexlerae	13.2448075366
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_sp	10.7250488882
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eubacterium.s__Eubacterium_eligens	10.2303869807
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	541.6346602416
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	281.1955323688
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Ruminococcus_torques	30.5186262276
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena	21.4257923053
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_sp	10.3935463137
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	9.1157627062
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_obeum	7.3625862194
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_wexlerae	6.8807242018
PWY0-1296: purine ribonucleosides degradation	528.3193021699
PWY0-1296: purine ribonucleosides degradation|unclassified	49.4730268917
PWY0-1296: purine ribonucleosides degradation|g__Dorea.s__Dorea_longicatena	32.1127612331
PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	31.6913517627
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_obeum	18.1982136410
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	16.0441638379
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp	14.1341020249
PWY0-1296: purine ribonucleosides degradation|g__Gemmiger.s__Gemmiger_formicilis	11.6466913350
PWY0-1296: purine ribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	7.3409922123
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_eligens	7.0678979616
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_wexlerae	5.6163642546
PWY-6902: chitin degradation II (Vibrio)	528.2837393683
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_uniformis	354.6846910686
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_vulgatus	139.4545825304
PWY-6902: chitin degradation II (Vibrio)|unclassified	25.5890321307
RHAMCAT-PWY: L-rhamnose degradation I	526.6596707642
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_vulgatus	318.7892569990
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	80.2685277033
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	23.0594798366
RHAMCAT-PWY: L-rhamnose degradation I|g__Eubacterium.s__Eubacterium_eligens	10.8985478258
RHAMCAT-PWY: L-rhamnose degradation I|g__Blautia.s__Ruminococcus_torques	5.3386584712
RHAMCAT-PWY: L-rhamnose degradation I|g__Roseburia.s__Roseburia_faecis	3.4826383631
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	511.0611999936
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	111.2599892946
