# Pathway	29-7A_Abundance
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	9.1739804465
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_obeum	8.2163696691
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	7.2151167226
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	5.9858716555
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.9224250900
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	1606.1846329816
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	146.3930600093
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	63.2200622221
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_sp	25.2396259171
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_obeum	24.2778744866
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens	18.4881419940
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	11.5642672361
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	8.8622844360
THRESYN-PWY: superpathway of L-threonine biosynthesis	1598.7038540437
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	295.0359158577
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	283.9305437928
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	135.5285044708
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Blautia.s__Ruminococcus_torques	48.6381628014
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Dialister.s__Dialister_invisus	18.5386607140
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	17.9327972888
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Blautia.s__Blautia_obeum	16.6701344101
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	7.4243109563
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1597.1578647517
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	793.5837476281
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	149.6266943636
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	26.1052721794
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	1570.0702932580
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	1542.7819014318
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_uniformis	467.7372354477
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_ovatus	164.1188881485
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	152.1410872681
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Ruminococcus_torques	62.8313373283
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Blautia_sp	31.7525066502
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Gemmiger.s__Gemmiger_formicilis	22.6371977465
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruminococcus.s__Ruminococcus_bicirculans	17.8265107304
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_eligens	16.9797777037
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_hallii	13.2903350236
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Blautia_wexlerae	8.9934917793
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Anaerostipes.s__Anaerostipes_hadrus	7.5193616282
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Blautia_obeum	6.6151518878
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Asaccharobacter.s__Asaccharobacter_celatus	5.7553437616
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.6509017521
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	1507.5881872817
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	462.5638037358
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	158.4387924272
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dorea.s__Dorea_longicatena	29.2045968563
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dialister.s__Dialister_invisus	25.8163267702
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	24.9092086372
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Blautia_obeum	20.5893349533
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	20.5550118281
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	1507.3660124106
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	661.1184969750
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	232.5017736947
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	79.4233695178
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Ruminococcus_torques	35.5715759749
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	9.7333853085
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_obeum	5.9205207780
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	1467.2779878894
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	742.1911438153
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	135.0856162858
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1462.9975538053
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	611.4092731635
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	519.7721827142
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Dialister.s__Dialister_invisus	22.4244406353
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	8.4540883357
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	1452.1929356507
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	196.4158685776
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Blautia.s__Ruminococcus_torques	59.2216933649
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Dorea.s__Dorea_longicatena	30.9728446848
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Eubacterium.s__Eubacterium_eligens	20.1040840289
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Ruminococcus.s__Ruminococcus_bicirculans	18.9416943172
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	1435.6324773386
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	158.7936160095
PWY-5484: glycolysis II (from fructose 6-phosphate)	1431.4592441424
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	152.8202128699
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	1425.4470038778
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_vulgatus	559.5098291790
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	68.4830353457
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	35.0752655951
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_obeum	24.6450247445
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Eubacterium.s__Eubacterium_eligens	10.6258873453
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_wexlerae	9.9851981674
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.7701730617
PWY-5103: L-isoleucine biosynthesis III	1403.3024125180
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	452.0578058834
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	157.5279491077
PWY-5103: L-isoleucine biosynthesis III|unclassified	140.2631923198
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Ruminococcus_torques	57.1450267087
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_sp	29.0412374832
PWY-5103: L-isoleucine biosynthesis III|g__Gemmiger.s__Gemmiger_formicilis	19.8045058546
PWY-5103: L-isoleucine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	16.4303094428
PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	15.3728345131
PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_hallii	12.2011150303
PWY-5103: L-isoleucine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	7.0697359059
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_wexlerae	6.7843690624
PWY-5103: L-isoleucine biosynthesis III|g__Asaccharobacter.s__Asaccharobacter_celatus	5.0033713423
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_obeum	4.4923402886
PWY-5103: L-isoleucine biosynthesis III|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.0165135313
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	1391.4539606063
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	498.7129087992
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	109.4535096175
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|unclassified	23.1315930922
HISDEG-PWY: L-histidine degradation I	1365.2098904165
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	515.9680616587
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_uniformis	499.0033988733
HISDEG-PWY: L-histidine degradation I|unclassified	138.1539499125
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus	117.1745873469
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	14.2811876904
HISDEG-PWY: L-histidine degradation I|g__Odoribacter.s__Odoribacter_splanchnicus	8.8133116573
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1319.1151251376
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	192.7103435648
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_torques	108.2181527085
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_ovatus	101.5677653109
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	88.8654404056
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_longicatena	78.5631966915
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_wexlerae	37.5020639897
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp	32.2454546614
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_obeum	31.0406208611
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	29.2479139032
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Gemmiger.s__Gemmiger_formicilis	24.5993070796
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens	21.9799733892
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	19.4667608681
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Ruminococcus.s__Ruminococcus_bicirculans	19.2794673170
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	13.1275411794
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_hallii	10.4914726083
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	10.0478626832
PWY-6629: superpathway of L-tryptophan biosynthesis	1313.6031397299
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	62.0349034321
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	47.4785404907
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	24.7987350451
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	16.0880690892
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	10.5253696931
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	1299.6189878724
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	546.0868662182
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	460.2318282218
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	122.8710037660
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1247.4258223289
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	949.1333033154
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	112.1747316640
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1247.4258223289
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	949.1333033154
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	112.1747316640
PWY-6897: thiamine diphosphate salvage II	1232.8989288756
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_uniformis	498.0856184875
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	97.5263776853
PWY-6897: thiamine diphosphate salvage II|unclassified	51.5721738326
PWY-6897: thiamine diphosphate salvage II|g__Dialister.s__Dialister_invisus	29.1992719621
PWY-6897: thiamine diphosphate salvage II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	16.3727811134
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1183.3436722754
PWY-5941: glycogen degradation II	1171.3729521733
PWY-5941: glycogen degradation II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	88.6747184931
PWY-5941: glycogen degradation II|unclassified	87.9608396822
PWY-5941: glycogen degradation II|g__Dorea.s__Dorea_longicatena	64.2024878779
PWY-5941: glycogen degradation II|g__Blautia.s__Ruminococcus_torques	49.8060717880
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_obeum	42.9546045077
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp	34.9166243995
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_wexlerae	29.2949218992
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_eligens	24.9524858170
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_hallii	18.2745808132
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	1150.2302998572
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	504.5558264504
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	113.7955369107
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp	35.7970383853
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	26.5960273675
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	19.7684295872
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_obeum	12.3274142195
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Ruminococcus_torques	8.7511719619
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|unclassified	7.0834339509
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1139.3379029953
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	186.3588912785
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Blautia.s__Ruminococcus_torques	11.1706879798
TRPSYN-PWY: L-tryptophan biosynthesis	1132.6892979179
TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	432.3273049073
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	66.4054789462
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	25.4145711340
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	24.9124333611
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	19.0426116857
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	14.5006940133
TRPSYN-PWY: L-tryptophan biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	14.4539425066
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_hallii	13.5207654747
PWY-5030: L-histidine degradation III	1110.0821547457
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_uniformis	550.6831904233
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_vulgatus	523.6269806397
PWY-5030: L-histidine degradation III|unclassified	115.3564059106
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_ovatus	112.8227162523
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	1102.8319691625
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	283.3376242527
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_torques	69.6086580656
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	68.5561968599
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_longicatena	30.8260451293
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Gemmiger.s__Gemmiger_formicilis	28.0119327974
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_wexlerae	23.5563795764
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_eligens	19.1464444216
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Ruminococcus.s__Ruminococcus_bicirculans	18.6448331575
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_sp	3.5324271222
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	1099.6566927684
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Bacteroides.s__Bacteroides_vulgatus	533.6862668482
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	1076.9919787972
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Blautia.s__Ruminococcus_torques	44.3833641657
PWY-3001: superpathway of L-isoleucine biosynthesis I	1074.9052749074
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	105.2905005337
PWY-7237: myo-, chiro- and scyllo-inositol degradation	1072.8909303816
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	258.2789993052
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Ruminococcus_torques	132.9347790165
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	59.9750644090
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	33.3014066863
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_sp	26.6277065674
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	25.7779648930
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	23.4972817738
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_57_20	18.5852522712
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	16.9876875817
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	15.7287700102
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	14.2066727518
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_wexlerae	10.0146974050
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	6.2640957839
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	1060.5636556340
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	514.2222305651
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_ovatus	86.0871959664
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|unclassified	40.1216802740
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_obeum	38.3662816127
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	37.5108697748
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_longicatena	34.1219620858
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dialister.s__Dialister_invisus	30.7908631966
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_wexlerae	17.8458854534
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Eubacterium.s__Eubacterium_hallii	16.6910613763
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Parasutterella.s__Parasutterella_excrementihominis	9.4159386009
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	6.8663908475
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.4931438544
PWY-6270: isoprene biosynthesis I	1009.5509941918
PWY-6270: isoprene biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	116.6972133307
PWY-6270: isoprene biosynthesis I|g__Blautia.s__Ruminococcus_torques	54.0258270404
PWY-6270: isoprene biosynthesis I|g__Dorea.s__Dorea_longicatena	33.9818098863
PWY-6270: isoprene biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	10.4407916165
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	1008.7043733854
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	505.4104449021
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_ovatus	96.4861298607
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Eubacterium.s__Eubacterium_hallii	14.3317220074
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.9558376091
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Ruminococcus_torques	6.4127454064
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	995.7986113530
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	534.1728272229
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	106.1922630208
PWY-6902: chitin degradation II (Vibrio)	970.2806200193
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_uniformis	660.3396762155
PWY-6902: chitin degradation II (Vibrio)|g__Bacteroides.s__Bacteroides_vulgatus	256.9132887913
PWY-6902: chitin degradation II (Vibrio)|unclassified	39.2503525803
ANAEROFRUCAT-PWY: homolactic fermentation	951.7553962686
PWY-7560: methylerythritol phosphate pathway II	948.9663944559
PWY-7560: methylerythritol phosphate pathway II|g__Bacteroides.s__Bacteroides_ovatus	113.9837472895
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Ruminococcus_torques	52.1572861988
PWY-7560: methylerythritol phosphate pathway II|g__Dorea.s__Dorea_longicatena	39.1571370294
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_obeum	21.0523658600
PWY-7560: methylerythritol phosphate pathway II|g__Eubacterium.s__Eubacterium_eligens	9.8651408074
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	933.0709408464
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_uniformis	489.4932484232
