species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Mycobacterium_gallinarum,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
Mycobacteroides_abscessus,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Mycobacteroides_chelonae,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium_neoaurum,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
Mycolicibacterium_phocaicum,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndongobacter_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Neisseria_bacilliformis,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
Neobacillus_novalis,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novisyntrophococcus_fermenticellae,,,,,5846.0,4642.0,3894.0,2.0,,1.0,,,,,,,,,,,,,2.0,,2.0,,,3.0,,,,,,,,1.0,
Odoribacter_splanchnicus,214.0,,,8050.0,39.0,7.0,32.0,6532.0,,9919.0,6566.0,4686.0,8980.0,1763.0,2102.0,278.0,12.0,,,1.0,4617.0,44.0,9773.0,,4457.0,,,20.0,,,1347.0,,,19.0,,5652.0,5186.0
Oengusvirus_oengus,9.0,,,3.0,,,,,,80.0,32.0,17.0,29.0,12.0,15.0,1.0,14.0,104.0,,30.0,,,6.0,10.0,42.0,,,,,,,,3.0,,,,1.0
Olsenella_sp._oral_taxon_807,,,4.0,1.0,1.0,1.0,,8.0,,,,,1.0,,,,,,2.0,2.0,6.0,,3.0,,1.0,32.0,,,,2.0,,,,,1.0,7.0,5.0
Olsenella_timonensis,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
Olsenella_uli,,,22.0,,2.0,1.0,3.0,4.0,,,1.0,2.0,1.0,,2.0,1.0,,2.0,,,,,3.0,1.0,2.0,4.0,,,4.0,,,1.0,,,,3.0,5.0
Oscillibacter_hominis,93.0,87.0,1.0,447.0,11.0,35.0,14.0,78.0,,64.0,95.0,36.0,162.0,30.0,50.0,16.0,115.0,174.0,87.0,53.0,62.0,353.0,534.0,72.0,124.0,29.0,,25.0,,,20.0,,77.0,,,314.0,449.0
Oscillibacter_sp._PEA192,2073.0,1131.0,60.0,7672.0,6.0,,,1611.0,939.0,3589.0,1976.0,1253.0,2022.0,860.0,1059.0,219.0,1865.0,1926.0,793.0,211.0,,92.0,3808.0,540.0,3421.0,108.0,,124.0,,164.0,448.0,59.0,591.0,,,3655.0,2804.0
Oxalobacter_aliiformigenes,,,,1.0,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,,,,
Oxalobacter_formigenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,
Pantoea_piersonii,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,
Pantoea_vagans,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides_absconsus,,,,,274.0,104.0,125.0,99.0,5.0,,,,1.0,,,,,,,,10.0,,,,3.0,,,929.0,,,,,,,,,1.0
Parabacteroides_chongii,,,,,,,,4.0,,3.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,1.0
Parabacteroides_distasonis,1668.0,566.0,,58488.0,120485.0,25347.0,82418.0,57583.0,97654.0,10181.0,2368.0,1495.0,3053.0,735.0,380.0,100.0,1246.0,29.0,17.0,254.0,10981.0,85.0,8865.0,448.0,26207.0,187.0,18471.0,88067.0,44.0,,4612.0,,247.0,56.0,102.0,21511.0,2918.0
Parabacteroides_faecis,,,,,,,,1.0,,9.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,6.0,1.0
Parabacteroides_goldsteinii,,,,2862.0,78.0,32.0,65.0,,45.0,,,,,,,,,,1.0,,2.0,,465.0,,19.0,,,270.0,,,274.0,,,1.0,,2861.0,2684.0
Parabacteroides_johnsonii,72.0,64.0,,4.0,,,,,,1.0,58.0,29.0,98.0,29.0,9.0,1.0,99.0,,,,8.0,,1.0,20.0,7.0,,,,,,,,31.0,,,14.0,
Parabacteroides_merdae,5207.0,5444.0,6.0,13867.0,,9.0,,36317.0,10.0,3088.0,4675.0,3144.0,8671.0,1909.0,322.0,171.0,7857.0,,3.0,,10003.0,3.0,24621.0,1013.0,10897.0,878.0,41.0,4.0,,,435.0,,2221.0,18.0,,10683.0,2461.0
Parabacteroides_phage_YZ-2015b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Parabacteroides_sp._CT06,,,,,,,,860.0,18579.0,8388.0,,,,,,,,,,,,,9106.0,,279.0,,6050.0,,,,,,,,,489.0,416.0
Paracidovorax_avenae,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,
Paraclostridium_bifermentans,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium_sordellii,,,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Paracoccus_yeei,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Paramuribaculum_intestinale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
Paraprevotella_clara,1.0,,,,,,,92.0,9855.0,,,,,,,,,,,,,,1422.0,,,,,,,,,,,,,378.0,2289.0
Paraprevotella_xylaniphila,,,,,,,,,2.0,,24.0,10.0,2.0,7.0,24.0,2.0,,,,,,,8.0,,,,,,,,,,,,,14.0,512.0
Parascardovia_denticolens,,,54.0,1.0,,,,26.0,,,,,,,,,,,,,20.0,,,,1.0,,,,3.0,12.0,,6.0,,,9.0,,
Parolsenella_catena,,,,,69.0,206.0,56.0,,,2.0,,,,,,,,,,,,,2.0,,,,,21.0,,,,,,,,,
Parvimonas_micra,,,13.0,237.0,1.0,,,9.0,1.0,3.0,,,,,,,,1.0,,,,,5.0,,2.0,17.0,,,1.0,10.0,423.0,4.0,,,8.0,10.0,2.0
Pauljensenia_hongkongensis,,,,,,,,,,,,,,,,,,,,4.0,,,9.0,,6.0,,,,,,,,,,,2.0,
Pediococcus_acidilactici,,,,,283719.0,253976.0,91171.0,,,8.0,,,,,,,,,,43.0,,,18.0,1.0,,49.0,,2.0,,,,,,,13.0,,
Pediococcus_damnosus,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pediococcus_inopinatus,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,,
Pediococcus_pentosaceus,,,,,87.0,72.0,50.0,,,,3.0,,,,,66.0,,,,,,,,5.0,,479.0,,,,,,,1.0,,1.0,,
Pediococcus_sp._AC40,,,,,53.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptacetobacter_hiranonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,
Peptoniphilus_equinus,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Peptoniphilus_harei,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
Petrimonas_mucosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Phascolarctobacterium_faecium,4.0,4.0,,,,,,4733.0,,,2.0,1.0,11.0,,,,5.0,1.0,5.0,6.0,,,8223.0,1.0,,,,,,,,,1.0,,,,
Phascolarctobacterium_sp._Marseille-Q4147,,,,68.0,,,,,,,2.0,,2.0,,1.0,,2.0,,6.0,4.0,,,,2.0,,,,,,,12.0,,5.0,,,236.0,1510.0
Phascolarctobacterium_succinatutens,,1.0,2.0,7434.0,,,,,,2.0,,,,,,,,2.0,4.0,1.0,,,,1.0,,,,,,,913.0,,,17.0,,301.0,954.0
Phenylobacterium_sp._NIBR_498073,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Phifelvirus_FL2,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,
Phocaeicola_coprophilus,700.0,451.0,,,,,,,123.0,,368.0,238.0,308.0,136.0,34.0,13.0,627.0,61.0,453.0,700.0,26.0,,1.0,199.0,24.0,3.0,,,494.0,,,,125.0,,139.0,13.0,
Phocaeicola_dorei,14443.0,9246.0,7.0,12734.0,330.0,73.0,267.0,242146.0,10981.0,22132.0,9863.0,6130.0,8065.0,3138.0,684.0,155.0,13389.0,1091.0,9925.0,13956.0,37390.0,14.0,4063.0,4505.0,3032.0,532.0,755.0,105.0,501.0,,1680.0,,2178.0,14.0,80.0,1583.0,18195.0
Phocaeicola_salanitronis,1.0,,,2.0,,,,,,175.0,7.0,2.0,8.0,3.0,1.0,,,,,,13.0,,235.0,,432.0,,,,,,1.0,,,,,,5.0
Phocaeicola_vulgatus,789940.0,485902.0,37.0,127324.0,168.0,42.0,110.0,10205.0,448395.0,129509.0,459757.0,301772.0,420218.0,135100.0,25992.0,6458.0,718783.0,60516.0,512503.0,788193.0,581203.0,18.0,163667.0,248358.0,20600.0,4648.0,89.0,158.0,7.0,,16938.0,,137760.0,323.0,4.0,29336.0,36363.0
Phoenicibacter_congonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Phytobacter_diazotrophicus,,,,,,,,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,
Phytobacter_ursingii,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,
Porphyromonas_asaccharolytica,,,,1.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyromonas_gingivalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0
Porphyromonas_somerae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
Prevotella_bivia,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,16.0
Prevotella_corporis,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,436.0,1.0,1.0
Prevotella_dentalis,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
Prevotella_denticola,,,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0
Prevotella_histicola,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella_intermedia,,,20.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,2.0,,,,,4.0
Prevotella_jejuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
Prevotella_melaninogenica,,,,,,,,,,,,,,,12.0,,,,,,,,51.0,,,,,,,,,,,,,,
Prevotella_nigrescens,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella_sp._E9-3,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,3.0
Prevotella_veroralis,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,
Priestia_flexa,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,
Propionibacterium_acidifaciens,4.0,3.0,197.0,1.0,,,,26.0,,,2.0,1.0,,,2.0,1.0,2.0,1.0,6.0,2.0,74.0,,9.0,,,14.0,2.0,,33.0,47.0,,10.0,1.0,,11.0,1.0,
Propionibacterium_freudenreichii,2.0,2.0,,,22273.0,51287.0,59611.0,,1.0,7.0,,,,,,,625.0,,,6.0,,,433.0,,2.0,,2.0,,,,,,,,,,
Proteiniborus_sp._MB09-C3,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteiniclasticum_sp._QWL-01,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteus_mirabilis,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,
Providencia_alcalifaciens,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
Providencia_sp._PROV188,,,,,,,,,,,,,,,,,,,53.0,15.0,,,,,,,,,,,,,,,,,
Pseudomonas_aeruginosa,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas_psychrophila,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulverervirus_PFR1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Pusillibacter_faecalis,2085.0,1434.0,,1029.0,20.0,6.0,6.0,220.0,393.0,837.0,1512.0,942.0,3326.0,513.0,322.0,71.0,2256.0,1585.0,48.0,213.0,65.0,265.0,875.0,388.0,887.0,,,595.0,,,92.0,,689.0,,,525.0,1422.0
Pyramidobacter_piscolens,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,6338.0,,579.0,1.0,,1.0,,3587.0
Pyramidobacter_sp._YE332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,2.0,,,,,30.0
Qiania_dongpingensis,,1.0,,,,,,92.0,6.0,87.0,,,2.0,,1.0,,1.0,2.0,1.0,,,,2.0,,,,,,,,,,,,,38.0,
Raoultella_ornithinolytica,,4542.0,,,,,24.0,,,,,,,,,,906.0,,,,,,,,,,,,55.0,,,,,,,,
Raoultella_planticola,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,131.0,,,,,,,,
Raoultella_sp._X13,75.0,2747.0,,,,,,,,,,,,,,,1507.0,,,,,,,,,,,,,,,,,,,,
Raoultibacter_timonensis,,,,,114.0,372.0,,,,,,,,,,,,,,,,,160.0,,202.0,,,,,,,,,,,,
Rhodococcoides_fascians,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
Rockefellervirus_IPLA5,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,
Romboutsia_hominis,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,
Romboutsia_ilealis,6.0,,,9.0,3404.0,2237.0,1923.0,16.0,,,,,1.0,,,4.0,1.0,2.0,2.0,,3.0,52.0,144.0,,254.0,18.0,,,1.0,,,,,,,,
Romboutsia_sp._CE17,,,,,411.0,337.0,263.0,1.0,,,,,,1.0,1.0,,,,,,329.0,7.0,12.0,,73.0,60.0,,,,,,,,,,,
Roseburia_hominis,329.0,404.0,6.0,5297.0,283.0,682.0,702.0,1711.0,17038.0,1962.0,404.0,192.0,252.0,82.0,262.0,75.0,150.0,5179.0,187.0,70.0,1256.0,157.0,7612.0,82.0,1227.0,35.0,11.0,2466.0,,3.0,72.0,28.0,298.0,,32.0,5704.0,1311.0
Roseburia_intestinalis,1913.0,741.0,44.0,1479.0,188.0,68.0,20.0,10052.0,82869.0,23237.0,1214.0,581.0,1172.0,648.0,1701.0,351.0,916.0,6574.0,3065.0,1361.0,330.0,806.0,6864.0,1394.0,2882.0,169.0,1.0,277.0,,70.0,12.0,15527.0,404.0,,446.0,1894.0,446.0
Roseburia_rectibacter,34.0,7.0,,26.0,2.0,3.0,2.0,126.0,791.0,316.0,21.0,9.0,18.0,17.0,21.0,5.0,10.0,204.0,41.0,26.0,2.0,4.0,82.0,20.0,67.0,4.0,,17.0,,,,104.0,7.0,,11.0,23.0,77.0
Roseburia_sp._499,69.0,24.0,30.0,37.0,,,,,,3.0,25.0,3.0,36.0,,44.0,3.0,143.0,52.0,2.0,2.0,1.0,,3.0,1.0,,,,,,55.0,,7.0,11.0,,,,
Roseburia_sp._831b,1.0,,193.0,4.0,,,19.0,,,,1.0,,,,,,1.0,,,,8.0,,,,10.0,2.0,,1.0,,320.0,,73.0,,,,9.0,
Rothia_aeria,1.0,,,,,,,2.0,,5.0,,,,,1.0,,,,3.0,,,,,,,1.0,,,,,,,,,,4.0,
Rothia_dentocariosa,3.0,2.0,129.0,2.0,,9.0,3.0,17.0,,39.0,4.0,,2.0,4.0,12.0,,6.0,3.0,,,108.0,,34.0,1.0,10.0,100.0,,4.0,,42.0,,19.0,1.0,,42.0,37.0,
Rothia_kristinae,,,,,,,,,,,,,,,,,,,,,7.0,,,,,3.0,,,,,,,,,,5.0,
Rothia_mucilaginosa,,2.0,43.0,,,3.0,,11.0,26.0,104.0,,,2.0,,4.0,,1.0,2.0,,,127.0,3.0,25.0,1.0,20.0,51.0,43.0,3.0,,17.0,,5.0,,,7.0,358.0,1.0
Rothia_sp._SD9660Na,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminiclostridium_herbifermentans,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Ruminococcus_albus,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
Ruminococcus_bicirculans_(ex_Wegman_et_al._2014),9326.0,3847.0,1.0,,1.0,,,3.0,,3134.0,6077.0,2403.0,8712.0,997.0,6983.0,1423.0,9392.0,14854.0,2635.0,922.0,,1.0,3.0,13.0,5161.0,,,8.0,,,,,2916.0,,1.0,61.0,43.0
Ruminococcus_bovis,,,,,1.0,,,,2.0,,,,1.0,,,,3.0,1.0,,,2.0,,22.0,,,,,4.0,,1.0,,,,,,,99.0
Ruminococcus_champanellensis,18.0,20.0,,121.0,,,,,,4.0,17.0,10.0,19.0,4.0,17.0,2.0,20.0,35.0,13.0,23.0,,,11.0,7.0,184.0,3.0,,,,,8.0,,24.0,,,1.0,52.0
Ruminococcus_gauvreauii,19.0,22.0,,24.0,,,,,,,19.0,3.0,35.0,2.0,14.0,31.0,17.0,,,,,127.0,4.0,8.0,5.0,,,1.0,,6.0,,2.0,29.0,,261.0,,181.0
Ruminococcus_sp._SR1/5,269.0,606.0,69.0,5002.0,60.0,29.0,14.0,7263.0,9.0,1586.0,923.0,193.0,634.0,209.0,1123.0,236.0,617.0,1228.0,1521.0,304.0,138.0,,2242.0,398.0,27220.0,361.0,,,,35.0,149.0,,303.0,,,4117.0,2101.0
Ruthenibacterium_lactatiformans,820.0,9743.0,,8184.0,1409.0,1565.0,12992.0,869.0,1920.0,589.0,1453.0,632.0,2045.0,388.0,2595.0,193.0,1125.0,4094.0,5168.0,1612.0,1155.0,6937.0,1458.0,931.0,980.0,839.0,,5639.0,,,947.0,,1837.0,32.0,,1328.0,3356.0
Salmonella_enterica,,,4313.0,,,,200.0,,,,,,22.0,,,,,,,33.0,,,,,,,,,1753.0,3456.0,,5330.0,,,,,
Sarcina_sp._JB2,,,,,4.0,,,,,,2.0,,,,,1.0,,,,,11.0,,,,14.0,,,,,,,,,,,,552.0
Scardovia_inopinata,,,10.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,
Schaalia_cardiffensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Schaalia_odontolytica,,3.0,71.0,8.0,7.0,127.0,30.0,25.0,,22.0,2.0,,2.0,7.0,50.0,3.0,5.0,24.0,9.0,11.0,3.0,161.0,62.0,,12.0,33.0,5.0,3.0,,20.0,,8.0,1.0,,79.0,105.0,24.0
Schaalia_radingae,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaalia_sp._HMT-172,,,,,,13.0,,9.0,8.0,30.0,,,,,,,,8.0,,,,,23.0,,,905.0,,,,,,,,,,10.0,2.0
Schaalia_turicensis,,,,,,,192.0,,,,,,,,,,,,,,,9.0,,,,6.0,2.0,,,,,,,,,,
Sedimentibacter_sp._MB31-C6,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedimentibacter_sp._MB35-C1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segatella_copri,,3.0,14.0,553.0,,1.0,,39.0,,54.0,,,,,,,,1.0,2.0,,1.0,,19.0,,23.0,,,,,,48.0,,,,7.0,1377.0,112580.0
Segatella_hominis,,,,5.0,,,,9.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0
Selenobaculum_gibii,,,,,5.0,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,10355.0,,,1257.0,,
Sellimonas_intestinalis,2635.0,3934.0,2.0,110.0,,3.0,,1758.0,,42.0,175.0,99.0,692.0,41.0,87.0,35.0,564.0,24.0,651.0,1592.0,599.0,470.0,749.0,886.0,6.0,290.0,,13.0,5160.0,3370.0,7.0,5640.0,1354.0,,18808.0,31.0,
Serratia_marcescens,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,,,,,,,,,,
Serratia_odorifera,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
Serratia_sp._LS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0,,,,,,,,,,
Simiaoa_sunii,15.0,17.0,164.0,3448.0,51.0,32.0,,39.0,120.0,51.0,40.0,8.0,38.0,7.0,23.0,5.0,10.0,183.0,12.0,8.0,12.0,11.0,2420.0,11.0,844.0,,,338.0,,82.0,151.0,1.0,1.0,1.0,7.0,6115.0,25.0
Siminovitchia_sp._FSL_H7-0308,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodaliphilus_pleomorphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
Solibaculum_mannosilyticum,65.0,20.0,1.0,30.0,45.0,44.0,4.0,,,7.0,67.0,33.0,65.0,5.0,31.0,8.0,27.0,35.0,8.0,33.0,1.0,15.0,3.0,6.0,168.0,7.0,,,,4.0,2.0,1.0,15.0,,,359.0,17.0
Solobacterium_moorei,4.0,,,,,1.0,,,,,2.0,,2.0,,4.0,,6.0,,,,,5.0,2.0,,,11.0,,,,,23.0,,,,,2.0,
Staphylococcus_epidermidis,,,,,,,5.0,,1.0,,,,,,,,,,,,22492.0,,2.0,,2.0,55.0,,4.0,,,,7.0,2.0,,,11.0,
Staphylococcus_hominis,,,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,,,3.0,
Staphylococcus_lugdunensis,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Staphylococcus_pasteuri,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Staphylococcus_saprophyticus,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,
Staphylococcus_simulans,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_xylosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
Stomatobaculum_sp._F0698,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Streptococcus_agalactiae,,,,,,,,,,,,,,,,,,,,84.0,815.0,,,,,,,,,509.0,,,,,,,
Streptococcus_alactolyticus,,,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,,221.0,,,,,
Streptococcus_anginosus,83.0,67.0,392.0,,,364.0,808.0,23.0,,111.0,36.0,19.0,,32.0,24.0,42.0,60.0,,133.0,115.0,637.0,21.0,,,951.0,2455.0,,18.0,,155.0,,,,,32.0,,
Streptococcus_australis,,,,,,,,,153.0,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,128.0,
Streptococcus_constellatus,,,,,,,,,,,,,,,,,,,,,,24.0,,,,5724.0,,,,,,,,,,,
Streptococcus_cristatus,,,18.0,,,,,9.0,,6.0,,,2.0,,,,,,,,,,6.0,,,,,,,,,,,,6.0,17.0,
Streptococcus_dentalis,,,,,,,,,,63.0,,,,,,,,,43.0,,,,27.0,,,571.0,,,,,,,,,,,
Streptococcus_dysgalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,76.0,,
Streptococcus_equi,,,56.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,28.0,,3.0,,,,,
Streptococcus_equinus,,,,,,,,21.0,,12.0,,,,,,,,25.0,,,28.0,,,,,,,8.0,,,,,,,,,
Streptococcus_gallolyticus,,,,,,,,,,48.0,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,
Streptococcus_gordonii,11.0,30.0,5.0,2.0,8.0,15.0,33.0,48.0,3.0,112.0,27.0,2.0,8.0,,41.0,14.0,28.0,3.0,45.0,6.0,52.0,,65.0,16.0,404.0,2475.0,,2.0,,,,,3.0,,,202.0,
Streptococcus_gwangjuense,,,,,,,,,,,,,,,,,,,,,,16.0,,,,24.0,,,,,,,,,,,
Streptococcus_ilei,,,,,,,,,40.0,,,,,,,,,,,,,,33.0,,,207.0,,,,,,,,,,53.0,
Streptococcus_infantarius,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_infantis,,,11.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
Streptococcus_intermedius,13.0,7.0,12.0,,,10.0,,,,,12.0,,18.0,,9.0,,26.0,,7.0,22.0,95.0,,28.0,,,19.0,,,,23.0,,,17.0,,,,
Streptococcus_koreensis,,,,,,,,,95.0,95.0,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,
Streptococcus_lactarius,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
Streptococcus_lingualis,17.0,18.0,309.0,,,15.0,,,,74.0,,,,,,70.0,17.0,,,,,,82.0,,,605.0,,,,115.0,,56.0,,,,162.0,
Streptococcus_lutetiensis,,,,,,,,,38.0,,,,,,,,,20.0,,,,8.0,16.0,,48.0,,,,,,,,,,,187.0,
Streptococcus_macedonicus,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,,
Streptococcus_milleri,,,,,,,,,,,,,,,,,,,,,,,,,,617.0,,,,,,,,,,,
Streptococcus_mitis,,,24.0,,,10.0,,,,31.0,,,,9.0,,,,,,,,,,,,,,11.0,,44.0,,18.0,,,,21.0,
Streptococcus_mutans,446.0,173.0,2737.0,40.0,629.0,2034.0,858.0,70.0,,,86.0,19.0,351.0,34.0,280.0,78.0,206.0,13.0,47.0,59.0,118.0,,14.0,36.0,25.0,613.0,,185.0,,706.0,,102.0,89.0,,105.0,319.0,
Streptococcus_oralis,,,193.0,,,,,,,,22.0,,,,,,,,,,206.0,,14.0,,,1278.0,,,,,,,17.0,,,34.0,
Streptococcus_parasanguinis,25.0,88.0,1037.0,11.0,,186.0,35.0,,61.0,2080.0,13.0,14.0,40.0,60.0,129.0,,103.0,89.0,33.0,33.0,47.0,79.0,807.0,44.0,67.0,12101.0,20.0,86.0,,502.0,,156.0,81.0,,302.0,2428.0,
