species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Roseburia_rectibacter,374.0,250.0,146.0,501.0,27.0,65.0,41.0,1012.0,5379.0,3241.0,311.0,226.0,208.0,233.0,710.0,320.0,270.0,5091.0,827.0,366.0,318.0,235.0,1532.0,213.0,1210.0,564.0,,632.0,8.0,171.0,6.0,1888.0,157.0,7.0,507.0,450.0,774.0
Roseburia_sp._499,689.0,566.0,852.0,582.0,17.0,8.0,110.0,141.0,33.0,1145.0,291.0,140.0,415.0,146.0,776.0,341.0,1612.0,2052.0,56.0,159.0,71.0,68.0,260.0,62.0,266.0,48.0,,52.0,2.0,1410.0,18.0,451.0,139.0,3.0,90.0,83.0,137.0
Roseburia_sp._831b,62.0,98.0,2228.0,418.0,10.0,34.0,213.0,100.0,108.0,304.0,74.0,49.0,60.0,39.0,140.0,101.0,110.0,1041.0,610.0,96.0,237.0,68.0,376.0,72.0,416.0,103.0,,346.0,,3630.0,8.0,2004.0,60.0,1.0,142.0,433.0,70.0
Roseicyclus_marinus,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseomonas_marmotae,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rossellomorea_sp._KS-H15a,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,
Rothia_aeria,1.0,,29.0,,,1.0,,10.0,,18.0,,,1.0,,7.0,2.0,,,3.0,,6.0,,4.0,,3.0,17.0,,,,8.0,,3.0,,,6.0,28.0,
Rothia_dentocariosa,5.0,24.0,547.0,4.0,,44.0,23.0,47.0,1.0,142.0,18.0,4.0,14.0,7.0,64.0,18.0,20.0,29.0,8.0,,248.0,,122.0,2.0,42.0,424.0,,14.0,2.0,157.0,,125.0,4.0,,159.0,102.0,
Rothia_kristinae,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,5.0,,,2.0,,,,,,,30.0,
Rothia_mucilaginosa,,6.0,412.0,6.0,,41.0,4.0,45.0,94.0,541.0,2.0,2.0,2.0,2.0,7.0,9.0,2.0,5.0,,3.0,797.0,23.0,152.0,2.0,253.0,867.0,482.0,9.0,1.0,167.0,,43.0,1.0,,160.0,2211.0,2.0
Rothia_phage_Spartoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Rothia_sp._SD9660Na,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Rouxiella_badensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Rubellicoccus_peritrichatus,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,
Rubrivivax_gelatinosus,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubrobacter_tropicus,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminiclostridium_cellulolyticum,,,,,8.0,,46.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Ruminiclostridium_herbifermentans,,,,4.0,,2.0,36.0,,,,1.0,,1.0,,2.0,,,2.0,,1.0,,4.0,,,3.0,,,10.0,,,,,5.0,,,,2.0
Ruminiclostridium_papyrosolvens,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Ruminococcus_albus,109.0,68.0,,4.0,,,,1.0,,82.0,65.0,45.0,74.0,10.0,95.0,86.0,95.0,254.0,60.0,11.0,1.0,,6.0,2.0,241.0,,,5.0,,,,,39.0,,,7.0,4.0
Ruminococcus_bicirculans_(ex_Wegman_et_al._2014),46594.0,26328.0,11.0,160.0,9.0,27.0,4.0,267.0,685.0,30549.0,40280.0,21318.0,40301.0,8848.0,41768.0,46845.0,53952.0,135364.0,24287.0,5398.0,23.0,197.0,624.0,333.0,36720.0,158.0,,307.0,,16.0,8.0,12.0,14129.0,,77.0,1158.0,730.0
Ruminococcus_bovis,42.0,51.0,7.0,49.0,4.0,19.0,16.0,3.0,56.0,2.0,44.0,14.0,46.0,13.0,76.0,70.0,73.0,122.0,74.0,80.0,16.0,157.0,698.0,10.0,243.0,1.0,,125.0,,13.0,2.0,,15.0,,4.0,63.0,1285.0
Ruminococcus_champanellensis,767.0,744.0,,3279.0,,,,1.0,1.0,300.0,645.0,329.0,612.0,206.0,836.0,841.0,799.0,1605.0,1003.0,533.0,,260.0,747.0,280.0,2085.0,50.0,,38.0,,2.0,174.0,,448.0,25.0,,117.0,619.0
Ruminococcus_gauvreauii,99.0,222.0,187.0,150.0,83.0,30.0,446.0,16.0,679.0,6.0,184.0,55.0,236.0,19.0,132.0,876.0,145.0,12.0,16.0,4.0,14.0,2215.0,84.0,89.0,36.0,8.0,9.0,99.0,,443.0,26.0,256.0,238.0,6.0,3138.0,43.0,1128.0
Ruminococcus_sp._FMB-CY1,,,,,,,,,,,,,,,,,,,,,,,,,33384.0,,,,,,,,,,,,
Ruminococcus_sp._FMBCY1,,,,,,,,,,,,,,,,,,,,,,,,,112957.0,,,,,,,,,,,,
Ruminococcus_sp._SR1/5,6720.0,13430.0,1345.0,33406.0,952.0,330.0,190.0,50680.0,1523.0,31871.0,16969.0,8043.0,13323.0,5396.0,27427.0,31867.0,16086.0,10990.0,20482.0,4305.0,1849.0,933.0,30638.0,5407.0,46537.0,3857.0,45.0,803.0,168.0,1648.0,1276.0,703.0,5410.0,115.0,468.0,47904.0,25761.0
Rummeliibacillus_stabekisii,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruthenibacterium_lactatiformans,4764.0,33425.0,434.0,22771.0,4278.0,4439.0,63481.0,2727.0,6083.0,2849.0,6196.0,3698.0,8073.0,2272.0,9643.0,4367.0,8135.0,19974.0,23204.0,6669.0,3713.0,41742.0,6056.0,4272.0,8263.0,3790.0,,27379.0,2.0,335.0,3131.0,200.0,6294.0,1256.0,79.0,5894.0,9594.0
Saccharomonospora_marina,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Saccharopolyspora_rosea,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharospirillum_mangrovi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Saccharothrix_sp._6-C,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharothrix_syringae,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salinibacter_ruber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Salinicola_sp._LHM,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salipiger_sp._H15,3.0,1.0,,,,,,,,,3.0,2.0,1.0,,7.0,7.0,3.0,,9.0,4.0,,,,8.0,,,,,,,,,6.0,,,,
Salmonella_bongori,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,257.0,19.0,,181.0,,,,,
Salmonella_enterica,1.0,1.0,1048.0,30.0,96.0,8.0,1093.0,,81.0,,1.0,65.0,41.0,2.0,2.0,,3.0,58.0,2.0,119.0,869.0,8.0,46.0,19.0,4.0,73.0,1213.0,,12145.0,1411.0,19.0,2264.0,,56.0,19.0,,
Salmonella_sp._SJTUF14178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,,,,
Sandaracinus_amylolyticus,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Sandinevirus_BK5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Sarcina_sp._JB2,,4.0,14.0,,140.0,5.0,,,,,4.0,2.0,,,1.0,35.0,1.0,2.0,,,475.0,8.0,4.0,,230.0,,,,,,,5.0,,,,,3029.0
Scandinavium_goeteborgense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Scardovia_inopinata,,,48.0,,,,43.0,11.0,,,,,,,,,,,,,12.0,,,,2.0,,,,5.0,24.0,,6.0,,,3.0,,
Schaalia_cardiffensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Schaalia_meyeri,,1.0,1.0,,,12.0,,8.0,,3.0,,,,,,,,3.0,,,,2.0,6.0,,3.0,23.0,,,,,,,,,1.0,10.0,
Schaalia_odontolytica,30.0,61.0,374.0,145.0,43.0,6194.0,339.0,1587.0,183.0,1387.0,32.0,5.0,24.0,76.0,469.0,246.0,99.0,852.0,234.0,243.0,118.0,3337.0,1584.0,3.0,490.0,3556.0,293.0,53.0,,206.0,7.0,134.0,19.0,,709.0,3358.0,166.0
Schaalia_radingae,,,,,,,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,45.0
Schaalia_sp._19OD2882,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Schaalia_sp._HMT-172,1.0,,11.0,21.0,2.0,818.0,13.0,181.0,75.0,685.0,,,,1.0,4.0,8.0,,127.0,126.0,9.0,1.0,171.0,822.0,,49.0,15628.0,28.0,1.0,1.0,8.0,,4.0,,,25.0,552.0,15.0
Schaalia_sp._ZJ405,,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,4.0
Schaalia_turicensis,58.0,53.0,,13.0,,,657.0,2.0,7.0,5.0,68.0,33.0,77.0,27.0,82.0,99.0,64.0,82.0,143.0,74.0,,165.0,70.0,17.0,23.0,7.0,2.0,,,,,,12.0,,,1.0,
Schleiferilactobacillus_harbinensis,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
Schnuerera_ultunensis,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secundilactobacillus_malefermentans,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Secundilactobacillus_paracollinoides,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Sedimentibacter_sp._MB31-C6,,,,,,,3968.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
Sedimentibacter_sp._MB35-C1,,,,,,,2322.0,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,
Segatella_baroniae,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,14.0,30.0
Segatella_bryantii,,,,78.0,31.0,8.0,27.0,62.0,,,6.0,,,,,,,,,,,,,,153.0,,,136.0,,,61.0,,,,,,343.0
Segatella_copri,1.0,8.0,38.0,5571.0,2.0,1.0,,414.0,,974.0,1.0,,2.0,2.0,,,1.0,10.0,3.0,1.0,14.0,,176.0,,474.0,3.0,6.0,,13.0,,1062.0,7.0,2.0,97.0,180.0,5172.0,334228.0
Segatella_hominis,,,,373.0,,,,119.0,,108.0,,,,,,,,,1.0,,1.0,,19.0,,8.0,,,,,,77.0,,,13.0,,89.0,3502.0
Segatella_oris,,,59.0,,,,,,,,,,,,,,,16.0,,,,,,,40.0,,,,,,,,,,1.0,,
Segniliparus_rotundus,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selenobaculum_gibii,1.0,,,,68.0,9.0,80.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,12.0,5.0,,67467.0,,,4961.0,,
Selenomonas_sp._TAMA-11512,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,
Selenomonas_sp._oral_taxon_126,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,
Selenomonas_sp._oral_taxon_136,,,6.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,
Selenomonas_sp._oral_taxon_478,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,
Selenomonas_sp._oral_taxon_920,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Selenomonas_sputigena,3.0,4.0,7.0,12.0,1.0,5.0,,,1.0,3.0,4.0,,5.0,2.0,6.0,6.0,6.0,6.0,,,2.0,25.0,6.0,1.0,11.0,4.0,,5.0,,,,4.0,,,,33.0,56.0
Sellimonas_intestinalis,6815.0,13402.0,134.0,664.0,22.0,209.0,218.0,5172.0,164.0,288.0,673.0,478.0,1865.0,217.0,448.0,603.0,1860.0,219.0,2815.0,4231.0,1889.0,3458.0,3601.0,2699.0,110.0,1260.0,34.0,1219.0,30320.0,12813.0,49.0,30848.0,3359.0,16.0,77780.0,454.0,98.0
Serratia_entomophila,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serratia_fonticola,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Serratia_inhibens,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,7.0,,3.0,,,,,
Serratia_liquefaciens,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Serratia_marcescens,,14.0,,,,,18.0,,,,,,,,,,4.0,7.0,5.0,,3.0,,,,,1.0,8265.0,,5.0,,,,,,,,
Serratia_nematodiphila,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,13.0,,,,,,,
Serratia_nevei,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,
Serratia_odorifera,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,
Serratia_plymuthica,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Serratia_proteamaculans,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serratia_quinivorans,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,12.0,,18.0,,,,,
Serratia_rhizosphaerae,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Serratia_rubidaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Serratia_sp._FGI94,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,6.0,,,,,
Serratia_sp._JKS000199,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,
Serratia_sp._LS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,
Serratia_sp._MYb239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Serratia_sp._NGAS9,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,,
Serratia_symbiotica,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Serratia_ureilytica,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,,,,,,,,,,
Shewanella_baltica,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,1.0,,,1.0,,,,,
Shewanella_decolorationis,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Shewanella_donghaensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Shewanella_sp._ANA-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Shigella_boydii,,,,,,,26.0,,46.0,,,,,,,,,,,,71.0,,,,,16.0,406.0,,113.0,32.0,,997.0,,,123.0,,
Shigella_dysenteriae,,,16.0,,16.0,3.0,29.0,5.0,70.0,,,,,,,,,,,,12.0,23.0,,,,6.0,302.0,,74.0,40.0,,1633.0,,4.0,29.0,,
Shigella_flexneri,,,36.0,32.0,160.0,9.0,101.0,,69.0,,,,,,,,,,,,542.0,93.0,25.0,,,61.0,1075.0,,734.0,83.0,,6270.0,,119.0,174.0,,
Shigella_phage_SfII,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella_sonnei,,,8.0,7.0,,,10.0,,15.0,,,,,,,,,,,,27.0,14.0,,,,,89.0,,23.0,,,420.0,,,5.0,,
Shimwellia_blattae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,
Shouchella_clausii,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,5.0,,,,,,,
Siccibacter_colletis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Simiaoa_sunii,616.0,769.0,3955.0,15057.0,561.0,551.0,158.0,702.0,1399.0,1467.0,787.0,454.0,625.0,305.0,1063.0,771.0,544.0,7159.0,1139.0,430.0,268.0,366.0,21840.0,311.0,10247.0,82.0,5.0,8925.0,3.0,2104.0,732.0,621.0,209.0,114.0,338.0,35605.0,431.0
Siminovitchia_fortis,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siminovitchia_sp._FSL_H7-0308,,,,,57.0,12.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinanaerobacter_sp._ZZT-01,3.0,2.0,2.0,7.0,1.0,2.0,5.0,3.0,,,1.0,,5.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,3.0,9.0,,,13.0,,,,,,,,5.0,5.0
Sinorhizobium_americanum,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Siophivirus_SIOphi,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,
Skermania_piniformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Skunavirus_CB14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Skunavirus_CHPC964,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
Skunavirus_E1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,
Skunavirus_P656,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skunavirus_i0139,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skunavirus_sv37201,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Skunavirus_sv51701,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skunavirus_sv62605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,
Skunavirus_sv63302,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
Skunavirus_sv712,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slackia_heliotrinireducens,1.0,,,,,2.0,,1.0,2.0,,,,,,,,,,,1.0,3.0,,3.0,,2.0,,,,,,,,,,1.0,12.0,4.0
Sneathia_vaginalis,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
Sodaliphilus_pleomorphus,3.0,4.0,,14.0,,,,7.0,,9.0,,3.0,4.0,2.0,2.0,1.0,,42.0,8.0,4.0,4.0,1.0,14.0,,9.0,,,,,,2.0,,3.0,,,9.0,203.0
Sodalis_glossinidius,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Solibacillus_sp._FSL_W8-0372,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solibacillus_sp._R5-41,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
Solibaculum_mannosilyticum,408.0,454.0,62.0,1585.0,179.0,236.0,203.0,60.0,351.0,256.0,354.0,236.0,404.0,87.0,315.0,266.0,428.0,874.0,430.0,286.0,70.0,627.0,257.0,146.0,1021.0,513.0,44.0,227.0,20.0,90.0,132.0,64.0,140.0,43.0,28.0,1525.0,492.0
Solidesulfovibrio_carbinolicus,,,,,,,,,,,3.0,5.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Solidesulfovibrio_carbinoliphilus,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solobacterium_moorei,63.0,57.0,,14.0,1.0,131.0,2.0,,55.0,51.0,9.0,1.0,11.0,4.0,56.0,45.0,28.0,13.0,36.0,49.0,1.0,240.0,123.0,14.0,7.0,1043.0,,23.0,,8.0,84.0,,7.0,,,35.0,33.0
Solwaraspora_sp._WMMA2065,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Sorangium_cellulosum,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphaerochaeta_associata,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphaerochaeta_pleomorpha,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Sphingobacterium_daejeonense,,,,,,,,10.0,,3.0,,,,,,,,,,,8.0,,,,,,,,23.0,,,,,,5.0,3.0,6.0
Sphingobacterium_sp._ML3W,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
Sphingobium_cloacae,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
Sphingobium_indicum,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingobium_xenophagum,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
Sphingomicrobium_aestuariivivum,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Sphingomonas_kaistensis,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingomonas_sp._MM-1,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
Sphingopyxis_alaskensis,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Sphingopyxis_indica,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
Sphingopyxis_sp._QXT-31,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
Sphingorhabdus_sp._YGSMI21,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Sphingosinicella_microcystinivorans,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingosinithalassobacter_tenebrarum,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Spiroplasma_syrphidicola,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Spirosoma_oryzicola,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,
Spirosoma_sp._KUDC1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Sporofaciens_musculi,4.0,7.0,82.0,,1.0,3.0,,1.0,2.0,2.0,5.0,4.0,14.0,4.0,12.0,11.0,14.0,34.0,14.0,9.0,,7.0,2.0,5.0,,1.0,4.0,2.0,,73.0,,47.0,4.0,,24.0,11.0,
Sporomusa_ovata,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporosarcina_sp._Te-1,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_arlettae,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_aureus,10.0,,,,23.0,51.0,10.0,3.0,3.0,43.0,,,53.0,,,,,,9.0,,1508.0,,,,,6.0,14.0,,,24.0,,3.0,7.0,,2.0,17.0,
Staphylococcus_capitis,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,
Staphylococcus_caprae,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Staphylococcus_carnosus,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,
Staphylococcus_condimenti,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_devriesei,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Staphylococcus_epidermidis,,,,,3.0,5.0,7.0,,2.0,,,,,,,,,4.0,,,45253.0,2.0,19.0,,13.0,205.0,4.0,39.0,,,,39.0,4.0,,,12.0,
Staphylococcus_equorum,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_haemolyticus,,,,,,,,,,,,,,,,,,,,,11.0,,7.0,,,,,,,,,,,,,,
Staphylococcus_hominis,,,,,,,,,,,,,,,,,,,,,2020.0,,,,,,,,,,,2.0,,,,3.0,
Staphylococcus_hyicus,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Staphylococcus_lugdunensis,,,,,,2.0,1.0,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,
Staphylococcus_pasteuri,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,
Staphylococcus_pettenkoferi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Staphylococcus_phage_StB12,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Staphylococcus_phage_StB27,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Staphylococcus_pseudintermedius,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,
Staphylococcus_saccharolyticus,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_saprophyticus,3.0,,,,,,,,,,4.0,,,,5.0,,,7.0,,,1.0,,,,,,,,,,,,,,3.0,1.0,
Staphylococcus_shinii,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_simulans,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus_sp._693-2,5.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
Staphylococcus_warneri,,,,,,,,,,1.0,10.0,,,,3.0,,,,,,110.0,,,,,,5.0,,,,,,,,,,
Staphylococcus_xylosus,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,66.0,
Stella_humosa,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Stenotrophomonas_acidaminiphila,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,
Stenotrophomonas_maltophilia,4.0,,,13.0,,,,,,,5.0,,,,,27.0,28.0,2.0,7.0,5.0,2.0,,18.0,1.0,12.0,,,,,,,,,,,3.0,
Steroidobacter_denitrificans,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
