species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Pyramidobacter_piscolens,37.0,68.0,17.0,,27.0,27.0,6.0,1.0,2.0,55.0,53.0,23.0,65.0,12.0,118.0,94.0,82.0,57.0,94.0,4.0,4.0,,,9.0,15.0,2.0,,17.0,,21121.0,,2944.0,38.0,,11.0,,8557.0
Pyramidobacter_sp._YE332,10.0,18.0,4.0,3.0,1.0,,1.0,,3.0,16.0,10.0,9.0,19.0,3.0,31.0,25.0,16.0,8.0,16.0,,,8.0,,6.0,,,,4.0,1.0,1101.0,,163.0,3.0,,5.0,4.0,415.0
Pyruvatibacter_mobilis,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Qiania_dongpingensis,119.0,133.0,74.0,127.0,6.0,8.0,10.0,244.0,191.0,354.0,92.0,79.0,169.0,37.0,193.0,151.0,190.0,210.0,145.0,102.0,11.0,180.0,119.0,42.0,127.0,60.0,,94.0,,33.0,13.0,52.0,52.0,1.0,42.0,167.0,51.0
Qipengyuania_citrea,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Qipengyuania_sp._SS22,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Radiobacillus_deserti,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radostvirus_ev099,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,
Rahnella_inusitata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Rahnella_sikkimica,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Rahnella_sp._WMR42,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
Raineyella_sp._LH-20,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Raoultella_ornithinolytica,198.0,15626.0,290.0,,,,2.0,,,,,,,,19.0,,5408.0,22.0,,3.0,247.0,,,,6.0,5.0,2.0,,755.0,44.0,,125.0,,,,,
Raoultella_planticola,,45.0,1.0,,1.0,,11.0,,,2.0,,,,,,,30.0,5.0,,,4.0,,,,,,418.0,,215.0,1.0,,,,,,,
Raoultella_sp._DY2415,,26.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Raoultella_sp._HC6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,24.0,,,1.0,,,,,
Raoultella_sp._X13,34.0,4288.0,,,,,,,,,,,,,,,1387.0,,,,,,,,,,,,,,,,,,,,
Raoultella_sp._XY-1,,118.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,
Raoultella_terrigena,,,1.0,1.0,,,,,,,,,,,,,,,,,23.0,,,,,,1.0,,18.0,,,,,,,,
Raoultibacter_timonensis,8.0,11.0,,8.0,816.0,2515.0,157.0,2.0,2.0,5.0,9.0,13.0,9.0,3.0,35.0,15.0,8.0,,,1.0,54.0,9.0,539.0,,661.0,,,13.0,,,1.0,,2.0,,5.0,28.0,14.0
Rhizobium_gallicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Rhizobium_jaguaris,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,
Rhizobium_leguminosarum,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizobium_rhizogenes,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Rhizobium_sp._CB3090,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Rhizobium_sp._CB3171,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizobium_sp._WYJ-E13,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizobium_sullae,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,
Rhizobium_tumorigenes,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodanobacter_glycinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Rhodanobacter_thiooxydans,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodocaloribacter_litoris,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
Rhodococcoides_fascians,,1.0,,,,,2.0,,,,,,,,,,,,9.0,,,1.0,,,,,,,,,,,,,,1.0,
Rhodococcus_gordoniae,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Rhodococcus_opacus,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodococcus_pyridinivorans,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodococcus_qingshengii,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
Rhodococcus_sovatensis,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Rhodococcus_sp._ABRD24,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodococcus_sp._H-CA8f,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodococcus_sp._RDE2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Rhodocytophaga_rosea,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
Rhodoferax_sediminis,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodoplanes_sp._Z2-YC6860,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodopseudomonas_palustris,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,
Rhodospirillum_centenum,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Richelia_sinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Riemerella_anatipestifer,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Rockefellervirus_IME134801,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Rockefellervirus_IPLA5,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,
Rockefellervirus_PH15,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Rodentibacter_caecimuris,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Romboutsia_hominis,1.0,,64.0,1.0,480.0,304.0,586.0,3.0,,1.0,,,,,,13.0,,,,,257.0,200.0,39.0,1.0,101.0,78.0,,17.0,,35.0,,12.0,1.0,,,1.0,
Romboutsia_ilealis,190.0,22.0,54.0,637.0,132147.0,83558.0,185431.0,1021.0,2.0,266.0,6.0,3.0,12.0,,3.0,1714.0,135.0,81.0,55.0,21.0,1864.0,7501.0,8706.0,45.0,18690.0,1485.0,2.0,230.0,3.0,79.0,28.0,16.0,71.0,9.0,,261.0,13.0
Romboutsia_sp._13368,17.0,,68.0,44.0,13913.0,8731.0,19383.0,108.0,,18.0,1.0,,2.0,,1.0,198.0,5.0,11.0,5.0,3.0,684.0,790.0,915.0,4.0,1941.0,322.0,,27.0,,22.0,2.0,15.0,1.0,,,29.0,1.0
Romboutsia_sp._CE17,5.0,1.0,120.0,13.0,3704.0,2369.0,5463.0,25.0,,11.0,,,,6.0,21.0,83.0,5.0,11.0,3.0,3.0,15658.0,391.0,331.0,5.0,1037.0,5144.0,11.0,16.0,1.0,70.0,,36.0,5.0,,,2.0,
Roseateles_amylovorans,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
Roseateles_depolymerans,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
Roseburia_hominis,2633.0,4399.0,959.0,14045.0,822.0,1768.0,3433.0,5146.0,48014.0,10647.0,2978.0,1844.0,3077.0,1213.0,3780.0,3111.0,3475.0,26410.0,4554.0,1538.0,4351.0,2524.0,25634.0,1231.0,6963.0,688.0,1070.0,9272.0,26.0,1265.0,353.0,1828.0,1534.0,72.0,1159.0,16305.0,6662.0
Roseburia_intestinalis,7634.0,6158.0,1766.0,9187.0,860.0,479.0,805.0,26667.0,241392.0,111318.0,6665.0,4128.0,5649.0,4282.0,11228.0,7677.0,5733.0,47596.0,16420.0,6385.0,3120.0,5537.0,32458.0,5483.0,15342.0,1646.0,27.0,4232.0,64.0,2634.0,209.0,83428.0,2107.0,53.0,4491.0,10661.0,4173.0
Roseburia_rectibacter,363.0,242.0,161.0,490.0,24.0,60.0,41.0,969.0,5092.0,3050.0,314.0,226.0,212.0,228.0,711.0,318.0,275.0,4980.0,800.0,361.0,329.0,233.0,1458.0,209.0,1164.0,546.0,,613.0,7.0,198.0,6.0,1862.0,153.0,6.0,493.0,426.0,743.0
Roseburia_sp._499,664.0,544.0,837.0,549.0,17.0,9.0,106.0,142.0,35.0,1097.0,280.0,131.0,403.0,137.0,718.0,335.0,1524.0,2054.0,57.0,151.0,68.0,70.0,270.0,59.0,273.0,49.0,,56.0,2.0,1339.0,19.0,445.0,132.0,4.0,90.0,87.0,131.0
Roseburia_sp._831b,58.0,94.0,2173.0,401.0,10.0,35.0,215.0,97.0,108.0,310.0,71.0,46.0,59.0,38.0,132.0,107.0,100.0,1063.0,615.0,90.0,244.0,74.0,368.0,72.0,421.0,97.0,,327.0,,3442.0,7.0,1998.0,57.0,1.0,141.0,418.0,72.0
Roseicyclus_marinus,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseimicrobium_sp._ORNL1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Roseomonas_fluvialis,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Roseomonas_haemaphysalidis,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Roseomonas_marmotae,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rossellomorea_marisflavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Rossellomorea_sp._KS-H15a,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,
Rothia_aeria,1.0,,30.0,,,1.0,,9.0,,16.0,,,1.0,,6.0,2.0,,,3.0,,6.0,,3.0,,3.0,16.0,,,,8.0,,3.0,,,5.0,26.0,
Rothia_dentocariosa,5.0,23.0,530.0,4.0,,42.0,24.0,42.0,1.0,130.0,17.0,4.0,13.0,7.0,62.0,18.0,16.0,29.0,8.0,,227.0,,104.0,2.0,39.0,388.0,,15.0,2.0,144.0,,122.0,4.0,,141.0,93.0,
Rothia_kristinae,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,4.0,,,2.0,,,,,,,26.0,
Rothia_mucilaginosa,,6.0,399.0,6.0,,40.0,4.0,44.0,85.0,502.0,2.0,2.0,2.0,2.0,7.0,9.0,2.0,6.0,,3.0,758.0,21.0,132.0,2.0,230.0,807.0,465.0,9.0,1.0,161.0,,42.0,1.0,,139.0,2017.0,1.0
Rothia_phage_Spartoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Rothia_sp._SD9660Na,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Rubellicoccus_peritrichatus,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,
Rubrivivax_gelatinosus,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubrobacter_marinus,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Rubrobacter_tropicus,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Rubrobacter_xylanophilus,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
Ruficoccus_sp._ZRK36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Ruminiclostridium_cellulolyticum,,,,,7.0,,48.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Ruminiclostridium_herbifermentans,,,,4.0,,2.0,33.0,,,,1.0,,1.0,,2.0,,,2.0,,1.0,,2.0,1.0,,6.0,,,7.0,,,,,3.0,,,,4.0
Ruminiclostridium_papyrosolvens,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Ruminococcus_albus,107.0,65.0,,7.0,1.0,,,1.0,,81.0,71.0,48.0,72.0,10.0,92.0,85.0,95.0,255.0,59.0,12.0,1.0,,10.0,2.0,227.0,,,4.0,,1.0,,,40.0,1.0,,10.0,5.0
Ruminococcus_bicirculans_(ex_Wegman_et_al._2014),44037.0,25308.0,12.0,159.0,8.0,26.0,4.0,257.0,671.0,28426.0,36991.0,19951.0,38100.0,8083.0,39134.0,43813.0,50123.0,129441.0,23206.0,5045.0,23.0,210.0,593.0,325.0,33267.0,156.0,,304.0,,18.0,8.0,12.0,13364.0,,74.0,1118.0,720.0
Ruminococcus_bovis,41.0,54.0,7.0,51.0,3.0,19.0,16.0,3.0,54.0,2.0,46.0,14.0,44.0,12.0,77.0,78.0,70.0,119.0,87.0,88.0,14.0,170.0,662.0,10.0,244.0,3.0,,117.0,,12.0,2.0,1.0,12.0,,4.0,64.0,1251.0
Ruminococcus_champanellensis,763.0,721.0,,3172.0,,1.0,,2.0,2.0,289.0,621.0,321.0,597.0,197.0,798.0,825.0,776.0,1569.0,954.0,514.0,,243.0,707.0,267.0,1959.0,46.0,,39.0,,3.0,165.0,,429.0,23.0,,114.0,598.0
Ruminococcus_gauvreauii,96.0,209.0,196.0,140.0,83.0,32.0,458.0,17.0,674.0,9.0,170.0,55.0,223.0,19.0,122.0,813.0,131.0,18.0,17.0,5.0,16.0,2073.0,80.0,85.0,35.0,10.0,9.0,101.0,,431.0,23.0,255.0,217.0,6.0,2795.0,46.0,1062.0
Ruminococcus_sp._FMB-CY1,,,,,,,,,,,,,,,,,,,,,,,,,30239.0,,,,,,,,,,,,
Ruminococcus_sp._FMBCY1,,,,,,,,,,,,,,,,,,,,,,,,,102318.0,,,,,,,,,,,,
Ruminococcus_sp._SR1/5,6524.0,13118.0,1333.0,31397.0,923.0,320.0,181.0,44027.0,1461.0,29795.0,15564.0,7693.0,12943.0,4746.0,26196.0,29089.0,15400.0,10576.0,19801.0,4085.0,1773.0,882.0,27719.0,5191.0,41780.0,3525.0,42.0,781.0,158.0,1546.0,1184.0,725.0,5285.0,109.0,459.0,42888.0,24974.0
Rummeliibacillus_stabekisii,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruoffia_tabacinasalis,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Ruthenibacterium_lactatiformans,4481.0,31642.0,439.0,20960.0,3836.0,4120.0,60140.0,2461.0,5586.0,2598.0,5627.0,3391.0,7534.0,2033.0,8685.0,4111.0,7514.0,19006.0,21873.0,6123.0,3441.0,38528.0,5371.0,4009.0,7497.0,3465.0,,24924.0,2.0,338.0,2845.0,197.0,5959.0,978.0,76.0,5384.0,8922.0
Saccharibacillus_brassicae,,,,,,,,,,,,11.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
Saccharomonospora_marina,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
Saccharomonospora_viridis,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Saccharopolyspora_erythraea,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Saccharospirillum_mangrovi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Saccharothrix_sp._6-C,,,,,,,,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,
Saccharothrix_syringae,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicibibacter_kimchii,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Salidesulfovibrio_onnuriiensis,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
Salinibacter_ruber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Salinicola_lusitanus,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
Salinicola_sp._LHM,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salinispira_pacifica,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Salipiger_sp._H15,2.0,1.0,,,,,,,,,4.0,2.0,2.0,,7.0,7.0,3.0,,8.0,4.0,,,,7.0,,,,,,,,,6.0,,,,
Salmonella_bongori,,,86.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,253.0,129.0,,27.0,,,,,
Salmonella_enterica,1.0,1.0,1103.0,26.0,87.0,8.0,959.0,167.0,51.0,,1.0,70.0,34.0,2.0,2.0,,3.0,115.0,927.0,120.0,1170.0,28.0,46.0,19.0,4.0,71.0,1388.0,328.0,11278.0,1356.0,18.0,2441.0,,44.0,45.0,,
Salmonella_sp._SJTUF14178,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,
Sandaracinus_amylolyticus,1.0,1.0,,,,,,,,,,,,1.0,,3.0,5.0,1.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,
Sandinevirus_BK5T,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
Sanguibacter_sp._HDW7,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
Saprospira_sp._CCB-QB6,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Sarcina_sp._JB2,,4.0,14.0,,135.0,5.0,,,,,3.0,2.0,,,1.0,36.0,1.0,2.0,,,433.0,8.0,4.0,,215.0,,,,,,,5.0,,,,,2943.0
Scandinavium_goeteborgense,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,
Scardovia_inopinata,,,46.0,,,,44.0,11.0,,,,,,,,,,,,,12.0,,,,2.0,,,,4.0,23.0,,6.0,,,3.0,,
Schaalia_cardiffensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Schaalia_meyeri,,1.0,1.0,,,13.0,1.0,8.0,,2.0,,,,,,,,3.0,,,,2.0,6.0,,4.0,20.0,,,,1.0,,1.0,,,1.0,9.0,1.0
Schaalia_odontolytica,28.0,60.0,358.0,140.0,40.0,5962.0,328.0,1521.0,176.0,1339.0,32.0,3.0,23.0,73.0,449.0,238.0,97.0,852.0,231.0,235.0,108.0,3214.0,1459.0,2.0,451.0,3395.0,279.0,51.0,,188.0,7.0,125.0,18.0,,658.0,3167.0,156.0
Schaalia_radingae,,,,,,,33.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,43.0
Schaalia_sp._19OD2882,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Schaalia_sp._HMT-172,1.0,,12.0,21.0,2.0,775.0,12.0,177.0,71.0,642.0,,,,1.0,3.0,8.0,,126.0,133.0,8.0,,166.0,770.0,,45.0,14606.0,28.0,1.0,1.0,12.0,,4.0,,,23.0,502.0,14.0
Schaalia_sp._ZJ405,,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,4.0
Schaalia_turicensis,58.0,51.0,,15.0,,,606.0,2.0,6.0,5.0,69.0,37.0,74.0,24.0,75.0,95.0,56.0,86.0,146.0,70.0,,159.0,62.0,19.0,20.0,6.0,2.0,,,,,,12.0,,,1.0,
Schleiferilactobacillus_harbinensis,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
Schnuerera_ultunensis,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secundilactobacillus_malefermentans,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
Secundilactobacillus_paracollinoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Sedimentibacter_sp._MB31-C6,,,,,,,3891.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
Sedimentibacter_sp._MB35-C1,,,1.0,,,,2353.0,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,
Sedimentibacter_sp._zth1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Sediminispirochaeta_smaragdinae,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,
Segatella_baroniae,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,13.0,28.0
Segatella_bryantii,,,,70.0,32.0,7.0,28.0,60.0,,,6.0,,,,,,,,,,,,,,119.0,,,138.0,,,60.0,,,,,,310.0
Segatella_copri,,7.0,36.0,5380.0,2.0,1.0,,389.0,,937.0,1.0,,2.0,3.0,,,1.0,11.0,3.0,2.0,18.0,,171.0,,428.0,3.0,6.0,,15.0,,1015.0,6.0,1.0,72.0,163.0,4774.0,315179.0
Segatella_hominis,,,,377.0,,,,118.0,,105.0,1.0,,,,,,,,1.0,,2.0,,17.0,,11.0,,,,,,77.0,,,15.0,,80.0,3383.0
Segatella_oris,,,56.0,,,,,,,1.0,,,,,,,,16.0,,2.0,,,,,36.0,,,,,,,,,,1.0,,1.0
Segniliparus_rotundus,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selenobaculum_gibii,1.0,,,,63.0,10.0,79.0,,,,2.0,4.0,,,,,,,,,,,1.0,,,,,,12.0,5.0,,64357.0,,,4448.0,,
Selenomonas_dianae,,,,,,,,,,,,,,,,6.0,,,,,,,,,3.0,,,,,,,1.0,,,,,
Selenomonas_ruminantium,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
Selenomonas_sp._TAMA-11512,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,
Selenomonas_sp._oral_taxon_126,,,1.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,
Selenomonas_sp._oral_taxon_136,,,8.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,
Selenomonas_sp._oral_taxon_478,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,
Selenomonas_sp._oral_taxon_920,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Selenomonas_sputigena,3.0,5.0,7.0,11.0,,5.0,,,2.0,5.0,2.0,,4.0,2.0,8.0,1.0,8.0,12.0,,1.0,2.0,25.0,8.0,1.0,12.0,4.0,,5.0,,1.0,,4.0,,,,33.0,55.0
Sellimonas_intestinalis,6295.0,12565.0,137.0,607.0,21.0,202.0,213.0,4684.0,169.0,269.0,606.0,439.0,1720.0,199.0,410.0,563.0,1690.0,217.0,2635.0,3835.0,1768.0,3228.0,3181.0,2526.0,111.0,1194.0,36.0,1205.0,28681.0,11729.0,45.0,29301.0,3149.0,13.0,68649.0,430.0,104.0
Serinicoccus_chungangensis,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Serratia_entomophila,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
Serratia_fonticola,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Serratia_grimesii,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serratia_inhibens,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,8.0,,6.0,,,,,
Serratia_liquefaciens,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,
Serratia_marcescens,,14.0,,,,,20.0,,,,,,,,,,4.0,8.0,3.0,,3.0,,,,,1.0,7802.0,,12.0,,,,,,,,
Serratia_nematodiphila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,,,,,,,
Serratia_nevei,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
Serratia_odorifera,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,
Serratia_plymuthica,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,
Serratia_proteamaculans,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serratia_quinivorans,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,12.0,,18.0,,,,,
Serratia_rhizosphaerae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Serratia_rubidaea,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
Serratia_sp._CMO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Serratia_sp._FGI94,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,4.0,,,,,
Serratia_sp._JKS000199,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0,,,,,,,,,,
Serratia_sp._LS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,
Serratia_sp._MYb239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Serratia_sp._NGAS9,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,
Serratia_sp._UGAL515B_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Serratia_symbiotica,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,
Serratia_ureilytica,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0,,4.0,,,,,,,,
Shewanella_baltica,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,1.0,,,,,
Shewanella_donghaensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Shewanella_marisflavi,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Shewanella_sp._ANA-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
